Run,Messages,Loss,Corruption,Time_bw_messages,Application_A,Transport_A,Transport_B,Application_B,Total_time,Throughput
1,1000,0.2,0.2,50.0,1000,271945,9044,183,50956.234375,0.003591
2,1000,0.2,0.2,50.0,1000,277676,9041,157,50195.402344,0.003128
3,1000,0.2,0.2,50.0,1000,263593,8841,182,49576.855469,0.003671
4,1000,0.2,0.2,50.0,1000,274532,8968,171,50029.902344,0.003418
5,1000,0.2,0.2,50.0,1000,239343,8536,261,50501.281250,0.005168
